English words/sentences,French words/sentences
I had never seen so much money.,Je n'ai jamais vu autant d'argent.
I had no chance to relax there.,Je n'avais pas le temps de me relaxer là-bas.
I had no difficulty doing that.,Je n'ai eu aucune difficulté à faire ça.
I had no idea what I was doing.,Je n'avais pas idée de ce que je faisais.
I had no intention of doing so.,Je n'avais pas l'intention de faire ça.
I had no intention of doing so.,Je n'avais aucune intention de le faire.
I had to crawl under the fence.,J'ai dû ramper sous la barrière.
I had to crawl under the fence.,Il m'a fallu ramper sous la barrière.
I had to find another solution.,J'ai dû trouver une autre solution.
I had to get a molar extracted.,Je devais me faire extraire une molaire.
I had to get my tattoo removed.,J'ai fait effacer mon tatouage.
I had to pay five more dollars.,J'ai dû payer 5 dollars de plus.
I had to take care of her baby.,J'ai dû garder son bébé.
I hate terrorist organizations.,Je hais les organisations terroristes.
I hate that more than anything.,Je déteste ça plus que tout.
I hate to put you through this.,Je déteste vous exposer à cela.
I hate to put you through this.,Je déteste t'exposer à cela.
I hate to see you so miserable.,Je déteste vous voir si malheureux.
I hate to see you so miserable.,Je déteste vous voir si malheureuse.
I hate to see you so miserable.,Je déteste vous voir si malheureuses.
I hate to see you so miserable.,Je déteste te voir si malheureux.
I hate to see you so miserable.,Je déteste te voir si malheureuse.
I have a bone to pick with you.,On a un compte à régler.
I have a few friends in Boston.,J'ai quelques amis à Boston.
I have a few tickets in row 15.,J'ai quelques entrées pour la rangée 15.
I have a friend who is a pilot.,J'ai un ami qui est pilote.
I have a friend who's a doctor.,J'ai un ami qui est docteur.
I have a headache this morning.,J'ai mal à la tête ce matin.
I have a lot of homework to do.,J'ai beaucoup de devoirs à faire.
I have a lot of learning to do.,J'ai beaucoup à apprendre.
I have a mind to buy a new car.,J'ai en tête d'acheter un nouveau véhicule.
I have a pain in my little toe.,J'ai une douleur à mon petit orteil.
I have a picture of an airport.,J'ai une photo d'un aéroport.
I have a reservation for today.,J'ai une réservation pour aujourd'hui.
I have a slight headache today.,"Aujourd'hui, j'ai un léger mal de tête."
I have a surprise for you guys.,J'ai une surprise pour vous.
I have a surprise for you guys.,"J'ai une surprise pour vous, les gars."
I have an announcement to make.,J'ai une annonce à vous faire.
I have an errand I need to run.,J'ai une course à faire.
I have an open ticket to Osaka.,J'ai un billet modifiable pour Osaka.
I have booked a table for four.,J'ai réservé une table pour quatre personnes.
I have gotten him into trouble.,Je lui ai attiré des ennuis.
I have just a few bullets left.,Il ne me reste que quelques balles.
I have met neither of his sons.,Je n'ai rencontré aucun de ses fils.
I have never been to that town.,Je ne me suis jamais rendu dans cette ville.
I have no friends to play with.,Je n'ai pas d'ami avec qui jouer.
I have no idea what that means.,Je n'ai aucune idée de ce que cela signifie.
I have no idea what this means.,Je n'ai aucune idée de ce que ceci signifie.
I have no idea what to do next.,Je ne sais pas du tout ce que je pourrais faire ensuite.
I have no intention of staying.,Je n'ai pas l'intention de rester.
I have no reason to lie to you.,Je n'ai pas de raison de te mentir.
I have no reason to lie to you.,Je n'ai aucune raison de te mentir.
I have no reason to lie to you.,Je n'ai pas de raison de vous mentir.
I have no reason to lie to you.,Je n'ai aucune raison de vous mentir.
I have not eaten breakfast yet.,Je n'ai pas encore pris de petit déjeuner.
I have nothing to fall back on.,Je n'ai rien sur quoi me rabattre.
I have some good news to share.,J'ai quelques bonnes nouvelles à partager.
I have some other appointments.,J'ai quelques autres rendez-vous.
I have something for you to do.,J'ai quelque chose à te faire faire.
I have something for you to do.,J'ai quelque chose à vous faire faire.
I have something to ask of you.,J'ai quelque chose à te demander.
I have something to ask of you.,J'ai quelque chose à vous demander.
I have the house all to myself.,J'ai la maison pour moi tout seul.
I have three pieces of baggage.,J'ai trois bagages.
I have to admit I'm interested.,Je dois admettre que je suis intéressé.
I have to admit I'm interested.,Je dois admettre que je suis intéressée.
I have to deal with this alone.,Je dois gérer ceci tout seul.
I have to deal with this alone.,Je dois gérer ceci toute seule.
I have to deal with this alone.,Il me faut le gérer tout seul.
I have to deal with this alone.,Il me faut le gérer toute seule.
I have to do this before class.,Je dois faire ça avant les cours.
I have to give it back tonight.,Je dois le rendre ce soir.
I have to go to the men's room.,Je dois aller aux toilettes.
I have to know what's at stake.,Je dois savoir ce qui est en jeu.
I have to use French every day.,Je dois me servir du français tous les jours.
I haven't been home in a while.,Je ne suis pas rentré à la maison depuis un moment.
I haven't done that in a while.,Je n'ai pas fait ça depuis un moment.
I haven't done this in a while.,Je n'ai pas fait ça depuis un moment.
I haven't eaten anything today.,Je n'ai rien mangé aujourd'hui.
I haven't seen you for a while.,Je ne vous ai pas vu depuis un moment.
I haven't seen you for a while.,Je ne t'ai pas vu depuis un moment.
I haven't seen you for a while.,Je ne vous ai pas vue depuis un moment.
I haven't seen you for a while.,Je ne vous ai pas vus depuis un moment.
I haven't seen you for a while.,Je ne vous ai pas vues depuis un moment.
I haven't seen you for a while.,Je ne t'ai pas vue depuis un moment.
I hear you are good at cooking.,On m'a dit que vous étiez bonne cuisinière.
I heard a noise in the bedroom.,J'entendis un bruit dans la chambre.
I heard a noise in the bedroom.,J'entendis un bruit dans la chambre à coucher.
I heard him go down the stairs.,Je l'ai entendu descendre les escaliers.
I heard him go down the stairs.,Je l'entendis descendre les escaliers.
I honestly don't know anything.,"Honnêtement, j'ignore tout."
I hope I can hold on to my job.,J'espère que je peux garder mon poste.
I hope I can hold on to my job.,J'espère que je peux garder mon emploi.
I hope I'll see you again soon.,J'espère te revoir bientôt.
I hope Tom remembered to shave.,J'espère que Tom a pensé à se raser.
I hope it was only an accident.,J'espère que ce n'était qu'un accident.
I hope my dream will come true.,J'espère que mon rêve se réalisera.
I hope that Tom didn't do that.,J'espère que Tom n'a pas fait ça.
I hope that Tom didn't do that.,J'espère que Tom n'a pas fait cela.
I hope that everything is okay.,J'espère que tout va bien.
I hope that you'll wait for us.,J'espère que tu nous attendras.
I hope this won't happen again.,J'espère que ceci n'arrivera plus.
I hope this won't happen again.,J'espère que ceci ne se reproduira pas.
I hope we can avoid doing that.,J'espère que nous pouvons éviter de faire cela.
I hope we can still be friends.,J'espère que nous pouvons encore être amis.
I hope we can still be friends.,J'espère que nous pouvons encore être amies.
I hope you all learn something.,J'espère que vous apprenez tous quelque chose.
I hope you brought an umbrella.,J'espère que tu as apporté un parapluie.
I hope you brought an umbrella.,J'espère que vous avez apporté un parapluie.
I hope you find it interesting.,J'espère que tu trouves ça intéressant.
I hope you had a great weekend.,J'espère que tu as passé un bon weekend.
I hope you learned your lesson.,J'espère que tu as appris ta leçon.
I hope you learned your lesson.,J'espère que vous avez appris votre leçon.
I hope you like chocolate cake.,J'espère que tu aimes le gâteau au chocolat.
I hope you won't leave me here.,J'espère que tu ne vas pas me laisser ici.
I hope you'll be able to sleep.,J'espère que tu seras capable de dormir.
I hope you're wrong about this.,J'espère que tu as tort à ce sujet.
I hope you're wrong about this.,J'espère que vous avez tort à ce sujet.
I immediately knew what it was.,J'ai immédiatement su ce que c'était.
I immediately stopped laughing.,J'ai arrêté de rire immédiatement.
I informed her of my departure.,Je l'ai informée de mon départ.
I invited him over to my place.,Je l'ai invité chez moi.
I invited my friends to dinner.,J'ai invité mes amis à dîner.
I just can't keep my eyes open.,Je ne parviens simplement pas à garder les yeux ouverts.
I just didn't know what to say.,J'ignorais simplement quoi dire.
I just didn't want you in here.,Je ne te voulais simplement pas là-dedans.
I just didn't want you in here.,Je ne vous voulais simplement pas là-dedans.
I just didn't want you in here.,Je ne voulais simplement pas que vous fussiez ici.
I just didn't want you in here.,Je ne voulais simplement pas que tu fusses ici.
I just don't know how to do it.,J'ignore simplement comment le faire.
I just don't really understand.,Je ne comprends pas vraiment.
I just don't think I can do it.,Je ne pense simplement pas que je puisse le faire.
I just don't think I can do it.,Je ne pense simplement pas pouvoir le faire.
I just don't want any of these.,"Je n'en veux aucun, un point c'est tout."
I just don't want any of these.,"Je ne veux aucun de ceux-ci, un point c'est tout."
I just don't want any of these.,"Je ne veux aucune de celles-ci, un point c'est tout."
I just don't want any of these.,"Je n'en veux aucune, un point c'est tout."
I just don't want to overdo it.,Je ne souhaite pas exagérer.
I just don't want to overdo it.,Je ne veux pas en faire trop.
I just figured out who you are.,Je viens de comprendre qui tu es.
I just figured out who you are.,Je viens de comprendre qui vous êtes.
I just had my final exam today.,Je viens de passer mon examen final aujourd'hui.
I just have so much on my mind.,J'ai juste tellement en tête.
I just have so much on my mind.,J'ai juste tellement à l'esprit.
I just heard another explosion.,Je viens d'entendre une autre détonation.
I just knew I couldn't do that.,Je savais que je ne pouvais pas le faire.
I just knew you would say that.,Je pensais bien que tu dirais ça.
I just listened and kept quiet.,"J'ai juste écouté, sans rien dire."
I just listened and kept quiet.,"J'écoutai simplement, sans rien dire."
I just love that kind of stuff.,J'adore ce genre de trucs.
I just love that kind of stuff.,J'adore ce genre de choses.
I just need a little more time.,J'ai seulement besoin d'un peu plus de temps.
I just need a little more time.,Il me faut seulement un peu plus de temps.
I just want a little more time.,Je veux simplement un peu plus de temps.
I just want a little more time.,Je ne veux qu'un peu plus de temps.
I just want a little more time.,Je ne veux qu'un peu de temps supplémentaire.
I just want a little more time.,Je ne veux qu'un supplément de temps.
I just want my past to go away.,Je veux que mon passé disparaisse.
I just want someone to talk to.,Je veux juste quelqu'un à qui parler.
I just want to check something.,Je veux tout simplement vérifier quelque chose.
I just want to check something.,"Je veux vérifier quelque chose, un point c'est tout."
I just want to forget about it.,Je veux simplement oublier ça.
I just want to stay in the car.,Je veux simplement rester dans la voiture.
"I just want to win, that's all.","Je veux juste gagner, c'est tout."
I just want you to be involved.,Je veux juste que tu sois impliqué.
I just want you to be prepared.,Je veux simplement que tu sois préparé.
I just wanted to give you this.,Je voulais juste vous donner ceci.
I just wanted to give you this.,Je voulais seulement te donner ça.
I just wanted to go to college.,Je voulais juste aller à l'université.
I just wanted to help the team.,Je voulais juste aider l'équipe.
I just wanted to play baseball.,Je voulais juste jouer au baseball.
I just wanted to say good luck.,Je voulais juste dire bonne chance.
