English words/sentences,French words/sentences
"Could you close the window, please?","Est-ce que tu pourrais fermer la fenêtre, s'il te plaît ?"
Could you come and see me tomorrow?,Pourriez-vous venir me voir demain ?
Could you come back a little later?,Pourriez-vous revenir un peu plus tard ?
Could you come back a little later?,Pourrais-tu revenir un peu plus tard ?
"Could you give us a minute, please?","Pouvez-vous nous donner une minute, s'il vous plaît ?"
"Could you give us a minute, please?","Peux-tu nous donner une minute, s'il te plaît ?"
"Could you pass me the salt, please?","Pouvez-vous me passer le sel, s’il vous plait ?"
"Could you pass me the salt, please?","Pouvez-vous me passer le sel, s'il vous plaît ?"
Could you please sign the register?,Pourriez-vous signer le registre ?
Could you please take me back home?,"Pourrais-tu me ramener chez moi, s'il te plait ?"
Could you please take me back home?,"Pourriez-vous me ramener chez moi, je vous prie ?"
Could you please tell me the truth?,"Pourrais-tu me dire la vérité, s'il te plaît ?"
Could you please tell me the truth?,"Pourriez-vous me dire la vérité, s'il vous plaît ?"
Could you take some pictures of us?,Pourriez-vous prendre quelques photos de nous ?
Could you take some pictures of us?,Pourrais-tu nous prendre en photo quelques fois ?
Cricket is a game that takes skill.,Le cricket est un jeu qui exige de l'habileté.
Defense lawyers appealed for mercy.,Les avocats de la défense en appelèrent à la pitié.
Defense lawyers appealed for mercy.,Les avocats de la défense ont fait appel à leur clémence.
Delicious refreshments were served.,De délicieux rafraîchissements ont été servis.
Did Tom tell you where he got this?,Tom t'a-t-il dit où il avait eu ça ?
Did anyone call me while I was out?,Quelqu'un m'a-t-il appelé pendant que j'étais sorti ?
Did anyone notice anything unusual?,Quiconque a-t-il remarqué quoi que ce soit d'inhabituel ?
Did you bring an umbrella with you?,As-tu pris un parapluie avec toi ?
Did you bring an umbrella with you?,Avez-vous pris un parapluie avec vous ?
Did you buy it on the black market?,L'as-tu acheté au marché noir ?
Did you buy it on the black market?,L'as-tu achetée au marché noir ?
Did you double-check these figures?,Avez-vous contre-vérifié ces chiffres ?
Did you enjoy your winter holidays?,Avez-vous passé de bonnes vacances d'hiver ?
Did you ever find out who did that?,As-tu fini par découvrir qui l'a fait ?
Did you ever find out who did that?,Avez-vous fini par découvrir qui l'a fait ?
Did you forget to do your homework?,As-tu oublié de faire tes devoirs ?
Did you forget to do your homework?,Avez-vous oublié de faire vos devoirs ?
Did you get the flowers I sent you?,As-tu reçu les fleurs que je t'ai envoyées ?
Did you get the flowers I sent you?,Avez-vous reçu les fleurs que je vous ai envoyées ?
Did you guess the end of the story?,As-tu deviné la fin de l'histoire ?
Did you guess the end of the story?,Avez-vous deviné la fin de l'histoire ?
Did you have a good time yesterday?,Vous êtes-vous bien amusés hier ?
Did you have a good time yesterday?,Vous êtes-vous bien amusé hier ?
Did you have a good time yesterday?,Vous êtes-vous bien amusée hier ?
Did you have a good time yesterday?,Vous êtes-vous bien amusées hier ?
Did you have a good time yesterday?,T'es-tu bien amusé hier ?
Did you have a good time yesterday?,T'es-tu bien amusée hier ?
Did you have a good time yesterday?,Est-ce que vous vous êtes bien amusé hier ?
Did you have a good time yesterday?,Est-ce que tu t'es bien amusé hier ?
Did you have a good time yesterday?,"T'es-tu bien amusée, hier ?"
Did you have a good time yesterday?,"Vous êtes-vous bien amusées, hier ?"
Did you hear about Tom's promotion?,As-tu entendu parler de la promotion de Tom ?
Did you hear the roar of the lions?,As-tu entendu le rugissement des lions ?
Did you hear the roar of the lions?,Avez-vous entendu le rugissement des lions ?
Did you listen to music last night?,As-tu écouté de la musique la nuit dernière ?
Did you listen to music last night?,Avez-vous écouté de la musique la nuit dernière ?
Did you make this doll by yourself?,T'es-tu fait cette poupée toi-même ?
Do I have your permission to do so?,Ai-je votre permission pour procéder ainsi ?
Do I have your permission to do so?,Ai-je ta permission pour procéder ainsi ?
Do I have your permission to do so?,Ai-je votre permission pour le faire ?
Do I have your permission to do so?,Ai-je ta permission pour le faire ?
Do any of your friends play guitar?,Quiconque de tes amis joue-t-il de la guitare ?
Do any of your friends play guitar?,Quiconque de vos amis joue-t-il de la guitare ?
Do circuses still have freak shows?,Les cirques montrent-ils encore des monstres ?
Do penguins live at the North Pole?,Est-ce que les pingouins vivent au pôle Nord ?
Do the new neighbors have any kids?,Les nouveaux voisins ont-ils des enfants ?
Do you approve of what he is doing?,Approuves-tu ce qu'il fait ?
Do you approve of what he is doing?,Approuvez-vous ce qu'il fait ?
Do you drive a manual or automatic?,Est-ce que tu conduis une boîte manuelle ou automatique ?
Do you feel up for a game of chess?,Que dis-tu d'une partie d'échecs ?
Do you get much snow in the winter?,Avez-vous beaucoup de neige en hiver ?
Do you have a lot of time to relax?,Avez-vous beaucoup de temps pour vous détendre?
Do you have any Japanese magazines?,Est-ce que vous avez des magazines japonais ?
Do you have any idea what happened?,Tu as une idée de ce qu'il s'est passé ?
Do you have any idea what happened?,Tu as une idée de ce qu'il est arrivé ?
Do you have any idea what happened?,As-tu une idée de ce qu'il s'est passé ?
Do you have any idea what happened?,As-tu une idée de ce qu'il est arrivé ?
Do you have any idea what happened?,Est-ce que tu as une idée de ce qu'il s'est passé ?
Do you have any idea what happened?,Est-ce que tu as une idée de ce qu'il est arrivé ?
Do you have any idea what happened?,Vous avez une idée de ce qu'il s'est passé ?
Do you have any idea what happened?,Avez-vous une idée de ce qu'il s'est passé ?
Do you have any idea what happened?,Avez-vous une idée de ce qu'il est arrivé ?
Do you have any idea what happened?,Vous avez une idée de ce qu'il est arrivé ?
Do you have any idea what happened?,Est-ce que vous avez une idée de ce qu'il s'est passé ?
Do you have any idea what happened?,Est-ce que vous avez une idée de ce qu'il est arrivé ?
Do you have any plans for tomorrow?,As-tu des projets pour demain ?
Do you have any plans for tomorrow?,Avez-vous prévu quelque chose pour demain ?
Do you have any plans for tomorrow?,"Tu as quelque chose de prévu, demain ?"
Do you have any problems with that?,Voyez-vous un inconvénient à cela?
Do you have anything non-alcoholic?,Avez-vous quelque chose sans alcool ?
Do you have anything to do tonight?,As-tu quelque chose à faire ce soir ?
Do you have anything to do tonight?,Avez-vous quelque chose à faire ce soir ?
Do you have enough time to do that?,Avez-vous assez de temps pour faire cela ?
Do you have enough time to do that?,As-tu assez de temps pour faire ça ?
Do you have plans for this weekend?,Vous avez des projets pour ce week-end ?
Do you have something else in mind?,As-tu autre chose en tête ?
Do you have something else in mind?,Avez-vous autre chose en tête ?
Do you have something to say to me?,As-tu quelque chose à me dire ?
Do you have something to say to me?,Est-ce que tu as quelque chose à me dire ?
Do you have these shoes in my size?,Avez-vous ces chaussures dans ma taille ?
Do you know anyone who needs a job?,Connais-tu quelqu'un qui a besoin d'un travail ?
Do you know anyone who needs a job?,Connaissez-vous quelqu'un ayant besoin d'un emploi ?
Do you know how to swear in French?,Est-ce que tu connais des insultes en français?
Do you know how to use this camera?,Sais-tu utiliser cet appareil photo ?
Do you know something I don't know?,Vous savez quelque chose que je ne sais pas ?
Do you know something I don't know?,Tu sais quelque chose que je ne sais pas ?
Do you know something I don't know?,Sais-tu quelque chose que j'ignore ?
Do you know something I don't know?,Savez-vous quelque chose que j'ignore ?
Do you know that nice-looking girl?,Connais-tu cette jolie fille ?
Do you know the man staring at you?,Connais-tu l'homme qui te regarde ?
Do you know the man staring at you?,Connaissez-vous l'homme qui vous regarde ?
Do you know the man staring at you?,Connais-tu l'homme qui te dévisage ?
Do you know the man staring at you?,Connaissez-vous l'homme qui vous dévisage ?
Do you know what UNESCO stands for?,Savez-vous ce que UNESCO veut dire ?
Do you know what the difference is?,Sais-tu quelle est la différence ?
Do you know what the difference is?,Savez-vous quelle est la différence ?
Do you know what this is all about?,Savez-vous de quoi tout ça retourne ?
Do you know what this is all about?,Sais-tu de quoi tout ça retourne ?
Do you know when Tom will get back?,Sais-tu quand Tom reviendra ?
Do you know when Tom will get back?,Savez-vous quand Tom reviendra ?
Do you know where your father went?,Sais-tu où ton père est allé ?
Do you know why Tom killed himself?,Sais-tu pourquoi Tom s'est suicidé ?
Do you know why Tom killed himself?,Savez-vous pourquoi Tom s'est suicidé ?
Do you like to live in the country?,Aimez-vous vivre à la campagne ?
Do you like to live in the country?,Aimes-tu vivre à la campagne ?
Do you mind if I take my shirt off?,Vois-tu un inconvénient à ce que j'enlève ma chemise ?
Do you mind if I take my shirt off?,Voyez-vous un inconvénient à ce que j'enlève ma chemise ?
Do you mind if I turn on the radio?,Cela vous dérange-t-il si j'allume la radio ?
Do you mind if I turn on the radio?,Cela te dérange-t-il si j'allume la radio ?
Do you mind if I turn on the radio?,Vois-tu un inconvénient à ce que j'allume la radio ?
Do you mind if I turn on the radio?,Voyez-vous un inconvénient à ce que j'allume la radio ?
Do you mind if I use your computer?,Vois-tu un inconvénient à ce que je me serve de ton ordinateur ?
Do you mind if I use your computer?,Voyez-vous un inconvénient à ce que je me serve de votre ordinateur ?
Do you mind if I use your computer?,Vois-tu un inconvénient à ce que j'utilise ton ordinateur ?
Do you mind if I use your computer?,Voyez-vous un inconvénient à ce que j'utilise votre ordinateur ?
Do you plan to go to Boston by bus?,As-tu prévu d'aller à Boston en bus ?
Do you prefer blondes or brunettes?,Préfères-tu les blondes ou les brunes ?
Do you prefer blondes or brunettes?,Préférez-vous les blondes ou les brunes ?
Do you really think it's important?,Pensez-vous vraiment que c'est important ?
Do you really think it's important?,Est-ce que tu penses vraiment que c'est important ?
Do you really think we'll find Tom?,Pensez-vous vraiment que nous trouverons Tom ?
Do you really think we'll find Tom?,Penses-tu vraiment que nous trouverons Tom ?
Do you really want to work with us?,Veux-tu vraiment travailler avec nous ?
Do you really want to work with us?,Voulez-vous vraiment travailler avec nous ?
Do you remember all of their names?,Vous souvenez-vous de tous leurs noms ?
Do you remember all of their names?,Est-ce que tu te souviens de tous leurs noms ?
